,Outlier,comment_count,down_votes,reputation,score,up_votes,user_id,view_count,views
3741,comment_count,4,1648,279695,0,1406,507674,18,22360
3753,comment_count,4,28,378,0,22,3779709,18,27
3754,comment_count,3,0,45,0,2,5505487,16,33
3761,comment_count,5,44,19231,0,812,240363,16,2131
3798,comment_count,4,1,1033,0,38,2907645,20,139
3800,comment_count,6,5,748,-2,68,3087106,17,93
3811,comment_count,6,6,1348,0,40,4831663,16,104
3820,comment_count,3,0,107,0,3,1249634,13,19
3824,comment_count,4,4,2050,1,569,2883603,16,333
3830,comment_count,4,0,323,1,30,4849946,11,55
3849,comment_count,5,8,2320,0,263,3078075,19,225
3874,comment_count,5,2,2641,0,916,539883,15,154
3885,comment_count,4,23,11118,0,1339,499699,9,632
3887,comment_count,5,4,1204,0,129,665967,20,201
3893,comment_count,6,9,1039,0,145,2823898,19,65
3909,comment_count,4,4,507,0,15,4184982,20,59
3913,comment_count,3,15,9665,0,696,141985,20,521
3923,comment_count,6,129,3544,0,416,2595033,20,402
3925,comment_count,8,7,2948,0,317,4174195,13,399
3931,comment_count,3,7,2948,0,317,4174195,16,399
3932,comment_count,3,7,2948,0,317,4174195,18,399
3948,comment_count,3,849,16264,1,1507,930393,18,1744
3951,comment_count,3,0,1075,0,5,1162097,20,49
3957,comment_count,5,73,7143,0,1988,2038544,19,498
3958,comment_count,4,9,3190,2,159,2993035,20,179
3960,comment_count,4,17,2258,0,230,4400016,20,243
3961,comment_count,5,17,2258,1,230,4400016,19,243
3963,comment_count,3,0,54,0,57,4667907,18,26
3964,comment_count,6,17,1034,0,57,4754758,11,90
3967,comment_count,13,47,2481,0,52,5409512,19,354
3971,comment_count,3,0,1411,0,108,442281,11,79
3979,comment_count,3,0,277,0,14,1261079,18,39
3988,comment_count,9,32,3521,1,447,2487602,19,1000
3995,comment_count,4,6,5679,0,113,664237,17,434
4004,comment_count,6,4,768,0,110,3070181,18,187
4005,comment_count,4,0,77,0,1,3457558,17,24
4008,comment_count,7,0,59,-1,8,4556616,19,23
4011,comment_count,4,290,23645,0,3889,156755,16,5226
4013,comment_count,3,2,1060,-1,29,351170,14,129
4016,comment_count,4,40,4518,0,137,470159,19,422
4020,comment_count,6,40,4518,0,137,470159,16,422
4021,comment_count,4,7,2746,0,80,615809,19,240
4030,comment_count,3,5,850,0,16,1014318,17,84
4032,comment_count,5,0,2425,0,395,1307542,20,314
4035,comment_count,4,1,211,-2,24,2258458,19,71
4040,comment_count,4,2,314,0,41,2903709,17,156
4041,comment_count,3,0,95,2,6,3032288,13,17
4047,comment_count,4,0,131,0,439,5341242,19,47
4062,comment_count,3,4,1786,0,79,529482,19,413
4065,comment_count,3,0,87,0,7,1783194,20,29
4074,comment_count,3,67,29864,0,1496,15369,18,2531
4081,comment_count,3,86,2683,0,414,159365,17,353
4091,comment_count,3,13,9633,0,675,204819,18,988
4110,comment_count,4,0,17,0,0,2058886,19,27
4114,comment_count,7,21,2758,0,139,3033858,16,225
4121,comment_count,4,11,17348,0,373,26107,17,813
4127,comment_count,4,0,785,0,45,531341,17,211
4133,comment_count,3,3,2670,1,79,2259117,18,152
4143,comment_count,3,20,948,0,37,2450935,19,142
4147,comment_count,3,20,948,0,37,2450935,16,142
4149,comment_count,3,20,948,0,37,2450935,20,142
4155,comment_count,3,2,5402,1,89,3914111,15,175
4162,comment_count,5,0,253,0,7,262994,19,29
4167,comment_count,5,257,5822,0,4348,1075247,14,1198
4194,comment_count,4,7,648,0,58,3859951,15,98
4196,comment_count,3,4,1308,0,523,148962,20,148
4226,comment_count,3,26,493,0,20,2445822,20,90
4228,comment_count,3,51,7556,2,307,342932,19,1168
4237,comment_count,4,0,45,0,1,3449597,19,23
4243,comment_count,3,1,6151,1,319,4675736,16,1136
4269,comment_count,5,5,529,1,4,3009613,20,121
4277,comment_count,3,6,3830,0,40,124179,20,337
4284,comment_count,4,13,8905,0,2316,2287576,18,1800
4288,comment_count,3,13,8905,0,2316,2287576,13,1800
4294,comment_count,3,13,8905,0,2316,2287576,19,1800
4295,comment_count,3,13,8905,0,2316,2287576,20,1800
4296,comment_count,4,13,8905,0,2316,2287576,19,1800
4299,comment_count,4,13,1648,0,35,5545882,17,408
4304,comment_count,9,1,3232,0,64,279791,16,157
4305,comment_count,4,1,3232,0,64,279791,11,157
4320,comment_count,3,2,523,2,32,2773052,19,45
4324,comment_count,7,15,3918,0,1224,3229534,20,358
4330,comment_count,7,7,1444,0,72,5194337,17,235
4351,comment_count,4,0,107,0,4,1600900,8,47
4365,comment_count,3,0,1140,-2,794,630530,15,276
4366,comment_count,3,0,1140,-1,794,630530,20,276
4368,comment_count,7,16,12409,1,450,1019952,17,766
4381,comment_count,4,53,8226,0,1029,61311,12,1149
4388,comment_count,4,2,897,1,81,1870509,11,92
4391,comment_count,5,28,5466,0,16,3195915,15,101
4403,comment_count,4,1,5809,0,94,1125496,17,336
4413,comment_count,3,61,1402,0,164,1925536,9,401
4415,comment_count,3,61,1402,0,164,1925536,20,401
4417,comment_count,8,1,244,0,774,1989141,19,86
4422,comment_count,6,97,31238,0,412,183579,16,1644
4437,comment_count,3,18,10995,0,652,16964,15,1626
4447,comment_count,5,0,233,1,16,6078343,18,20
4454,comment_count,3,2,515,0,13,580382,12,58
4467,comment_count,3,2,363,1,70,6004014,19,97
4468,comment_count,4,2,363,0,70,6004014,15,97
4489,comment_count,3,2,1058,0,61,3053366,17,287
4490,comment_count,8,30,1393,0,207,3379140,20,147
4502,comment_count,5,16,3670,0,1846,1385174,16,525
4509,comment_count,4,0,247,1,122,4104196,14,33
4518,comment_count,6,0,145,0,40,3607750,19,92
4521,comment_count,3,7,3330,-1,219,372364,20,335
4522,comment_count,4,8,918,0,40,451484,20,96
4525,comment_count,5,1,983,0,99,1730278,19,43
4527,comment_count,4,26,1270,0,344,2050403,16,295
4531,comment_count,4,7,1521,1,82,4520308,20,369
4533,comment_count,6,7,1521,0,82,4520308,12,369
4534,comment_count,5,7,1521,0,82,4520308,16,369
4536,comment_count,12,7,1521,0,82,4520308,20,369
4541,comment_count,8,7,1521,0,82,4520308,20,369
4542,comment_count,4,7,1521,1,82,4520308,19,369
4544,comment_count,3,7,1521,0,82,4520308,15,369
4545,comment_count,14,7,1521,-1,82,4520308,13,369
4554,comment_count,3,0,47,0,2,1542051,20,1
4560,comment_count,3,0,551,0,2,6172469,18,3
4571,comment_count,3,0,15,-1,0,6039254,18,4
4573,comment_count,4,0,43,-7,3,6118448,14,5
4574,comment_count,4,0,75,1,3,6185438,19,5
4582,comment_count,3,0,29,1,17,5389357,18,7
4589,comment_count,3,0,97,0,25,4292246,18,8
4593,comment_count,4,0,143,0,17,3183412,18,9
4608,comment_count,3,0,27,0,0,2105016,11,12
4611,comment_count,3,0,61,0,0,3054080,17,13
4620,comment_count,3,0,1,0,0,4944900,10,0
4635,comment_count,3,0,1,0,0,2814159,16,4
4647,comment_count,5,0,3,0,0,3907079,10,7
4648,comment_count,5,0,3,0,0,5969151,16,9
4649,comment_count,3,0,3,0,0,6422956,17,11
4670,comment_count,4,0,13,0,0,6107546,18,14
4682,comment_count,9,0,21,0,0,4556923,20,12
4685,comment_count,4,0,23,0,0,3398454,16,40
4696,comment_count,3,0,41,0,3,4633475,18,29
